"Sample.ID","Lifestage","Gut.Region","Stage.Gut","Sex","Domain","Phylum","Family","Abundance","totalAbun","relativeAbun"
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Family XIII",6,6606,0.0908265213442325
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Heliobacteriaceae",14,6606,0.211928549803209
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Lachnospiraceae",1362,6606,20.6176203451408
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Peptococcaceae",17,6606,0.257341810475325
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Ruminococcaceae",218,6606,3.30003027550711
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Firmicutes","uncultured bacterium",2,6606,0.0302755071147442
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Veillonellaceae",198,6606,2.99727520435967
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","Gemmataceae",20,6606,0.302755071147442
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","Isosphaeraceae",54,6606,0.817438692098093
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","Pirellulaceae",74,6606,1.12019376324553
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","uncultured",4,6606,0.0605510142294883
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","0319-6G20",5,6606,0.0756887677868604
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Beijerinckiaceae",4,6606,0.0605510142294883
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Burkholderiaceae",4,6606,0.0605510142294883
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Desulfovibrionaceae",25,6606,0.378443838934302
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Diplorickettsiaceae",11,6606,0.166515289131093
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Hyphomicrobiaceae",21,6606,0.317892824704814
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Methyloligellaceae",6,6606,0.0908265213442325
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Mitochondria",2,6606,0.0302755071147442
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Phaselicystidaceae",2,6606,0.0302755071147442
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Reyranellaceae",5,6606,0.0756887677868604
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Rhizobiaceae",29,6606,0.43899485316379
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Rhizobiales Incertae Sedis",4,6606,0.0605510142294883
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Rhodocyclaceae",3,6606,0.0454132606721163
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Rhodomicrobiaceae",11,6606,0.166515289131093
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","uncultured",5,6606,0.0756887677868604
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","uncultured delta proteobacterium",3,6606,0.0454132606721163
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Xanthobacteraceae",124,6606,1.87708144111414
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Acholeplasmataceae",202,6606,3.05782621858916
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Anaeroplasmataceae",471,6606,7.12988192552225
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Spiroplasmataceae",30,6606,0.454132606721163
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Verrucomicrobia","Chthoniobacteraceae",56,6606,0.847714199212837
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Verrucomicrobia","Terrimicrobiaceae",5,6606,0.0756887677868604
"Ileum12","larva","ileum","Larval ileum","","Bacteria","Verrucomicrobia","Verrucomicrobiaceae",12,6606,0.181653042688465
"Ileum17","larva","ileum","Larval ileum","","Archaea","Euryarchaeota","Methanobacteriaceae",3,10442,0.0287301283279065
"Ileum17","larva","ileum","Larval ileum","","Archaea","Thaumarchaeota","Nitrososphaeraceae",28,10442,0.268147864393794
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Acidobacteria","Blastocatellaceae",6,10442,0.0574602566558131
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Acidobacteria","Pyrinomonadaceae",3,10442,0.0287301283279065
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Acidobacteria","uncultured bacterium",12,10442,0.114920513311626
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","67-14",19,10442,0.181957479410075
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Acidothermaceae",4,10442,0.038306837770542
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Cellulomonadaceae",15,10442,0.143650641639533
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Gaiellaceae",61,10442,0.584179276000766
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Iamiaceae",4,10442,0.038306837770542
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Ilumatobacteraceae",4,10442,0.038306837770542
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Intrasporangiaceae",17,10442,0.162804060524804
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Kineosporiaceae",3,10442,0.0287301283279065
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Microbacteriaceae",33,10442,0.316031411606972
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Micrococcaceae",17,10442,0.162804060524804
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Micromonosporaceae",44,10442,0.421375215475962
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Microtrichaceae",4,10442,0.038306837770542
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Mycobacteriaceae",27,10442,0.258571154951159
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Nakamurellaceae",11,10442,0.105343803868991
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Nocardiaceae",11,10442,0.105343803868991
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Nocardioidaceae",59,10442,0.565025857115495
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Promicromonosporaceae",95,10442,0.909787397050374
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Pseudonocardiaceae",23,10442,0.220264317180617
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Sanguibacteraceae",150,10442,1.43650641639533
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Solirubrobacteraceae",49,10442,0.46925876268914
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Streptomycetaceae",36,10442,0.344761539934878
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Streptosporangiaceae",99,10442,0.948094234820915
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Thermomonosporaceae",210,10442,2.01110898295346
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","uncultured",74,10442,0.708676498755028
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","uncultured bacterium",2,10442,0.019153418885271
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Bacteroidetes","Dysgonomonadaceae",986,10442,9.44263551043861
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","Caldilineaceae",2,10442,0.019153418885271
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","JG30-KF-CM45",22,10442,0.210687607737981
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","Ktedonobacteraceae",11,10442,0.105343803868991
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","Roseiflexaceae",18,10442,0.172380769967439
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","Thermomicrobiaceae",79,10442,0.756560045968205
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","uncultured bacterium",2,10442,0.019153418885271
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Coprothermobacteraeota","Coprothermobacteraceae",2,10442,0.019153418885271
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Alicyclobacillaceae",3,10442,0.0287301283279065
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Bacillaceae",1275,10442,12.2103045393603
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Enterococcaceae",2446,10442,23.4246312966865
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Erysipelotrichaceae",903,10442,8.64776862669987
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Heliobacteriaceae",54,10442,0.517142309902318
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Lachnospiraceae",710,10442,6.79946370427121
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Paenibacillaceae",35,10442,0.335184830492243
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Ruminococcaceae",1362,10442,13.0434782608696
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Thermoactinomycetaceae",88,10442,0.842750430951925
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Firmicutes","uncultured bacterium",3,10442,0.0287301283279065
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Gemmatimonadetes","Gemmatimonadaceae",6,10442,0.0574602566558131
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","Gemmataceae",29,10442,0.27772457383643
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","Isosphaeraceae",37,10442,0.354338249377514
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","Pirellulaceae",80,10442,0.766136755410841
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","Rubinisphaeraceae",4,10442,0.038306837770542
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","uncultured",3,10442,0.0287301283279065
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Acetobacteraceae",2,10442,0.019153418885271
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Azospirillaceae",8,10442,0.0766136755410841
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Beijerinckiaceae",18,10442,0.172380769967439
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","BIrii41",16,10442,0.153227351082168
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Burkholderiaceae",20,10442,0.19153418885271
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Hyphomicrobiaceae",79,10442,0.756560045968205
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","KF-JG30-B3",3,10442,0.0287301283279065
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Methyloligellaceae",30,10442,0.287301283279065
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Rhizobiaceae",48,10442,0.459682053246504
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Rhizobiales Incertae Sedis",2,10442,0.019153418885271
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Rhodobacteraceae",3,10442,0.0287301283279065
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Sphingomonadaceae",35,10442,0.335184830492243
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Steroidobacteraceae",19,10442,0.181957479410075
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","uncultured",63,10442,0.603332694886037
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","uncultured bacterium",7,10442,0.0670369660984486
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Unknown Family",16,10442,0.153227351082168
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Xanthobacteraceae",55,10442,0.526719019344953
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Xanthomonadaceae",15,10442,0.143650641639533
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Synergistetes","Synergistaceae",5,10442,0.0478835472131776
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Anaeroplasmataceae",633,10442,6.06205707718828
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Spiroplasmataceae",41,10442,0.392645087148056
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Verrucomicrobia","Chthoniobacteraceae",32,10442,0.306454702164336
"Ileum17","larva","ileum","Larval ileum","","Bacteria","Verrucomicrobia","Verrucomicrobiaceae",9,10442,0.0861903849837196
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Cellulomonadaceae",4,5741,0.0696742727747779
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Coriobacteriales Incertae Sedis",2,5741,0.034837136387389
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Iamiaceae",3,5741,0.0522557045810834
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Intrasporangiaceae",3,5741,0.0522557045810834
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Microbacteriaceae",27,5741,0.470301341229751
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Micrococcaceae",20,5741,0.34837136387389
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Micromonosporaceae",151,5741,2.63020379724787
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Mycobacteriaceae",7,5741,0.121929977355861
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Nocardioidaceae",16,5741,0.278697091099112
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Promicromonosporaceae",3,5741,0.0522557045810834
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Pseudonocardiaceae",3,5741,0.0522557045810834
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Solirubrobacteraceae",62,5741,1.07995122800906
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Streptomycetaceae",25,5741,0.435464204842362
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Streptosporangiaceae",20,5741,0.34837136387389
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Thermomonosporaceae",23,5741,0.400627068454973
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","uncultured",2,5741,0.034837136387389
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Atribacteria","Caldatribacteriaceae",3,5741,0.0522557045810834
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","JG30-KF-CM45",14,5741,0.243859954711723
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","Roseiflexaceae",2,5741,0.034837136387389
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","Thermomicrobiaceae",11,5741,0.191604250130639
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Bacillaceae",1216,5741,21.1809789235325
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Enterococcaceae",1229,5741,21.4074203100505
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Erysipelotrichaceae",357,5741,6.21842884514893
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Lachnospiraceae",1839,5741,32.0327469082041
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Ruminococcaceae",129,5741,2.24699529698659
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Thermoactinomycetaceae",44,5741,0.766417000522557
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Gemmatimonadetes","Gemmatimonadaceae",7,5741,0.121929977355861
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","Pirellulaceae",7,5741,0.121929977355861
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Beijerinckiaceae",3,5741,0.0522557045810834
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","BIrii41",35,5741,0.609649886779307
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Enterobacteriaceae",11,5741,0.191604250130639
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Hyphomicrobiaceae",66,5741,1.14962550078384
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Methyloligellaceae",2,5741,0.034837136387389
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Rhizobiaceae",22,5741,0.383208500261279
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Rhizobiales Incertae Sedis",3,5741,0.0522557045810834
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Steroidobacteraceae",13,5741,0.226441386518028
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","uncultured bacterium",3,5741,0.0522557045810834
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Unknown Family",8,5741,0.139348545549556
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Xanthobacteraceae",5,5741,0.0870928409684724
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Synergistetes","Synergistaceae",2,5741,0.034837136387389
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Acholeplasmataceae",10,5741,0.174185681936945
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Anaeroplasmataceae",248,5741,4.31980491203623
"Ileum18","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Spiroplasmataceae",81,5741,1.41090402368925
"Ileum19","larva","ileum","Larval ileum","","Archaea","Thaumarchaeota","Nitrososphaeraceae",11,6241,0.176253805479891
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Acidobacteria","uncultured bacterium",3,6241,0.0480692196763339
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Cellulomonadaceae",44,6241,0.705015221919564
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Gaiellaceae",2,6241,0.0320461464508893
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Iamiaceae",5,6241,0.0801153661272232
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Microbacteriaceae",41,6241,0.65694600224323
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Micrococcaceae",2,6241,0.0320461464508893
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Micromonosporaceae",15,6241,0.24034609838167
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Mycobacteriaceae",2,6241,0.0320461464508893
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Nocardiaceae",7,6241,0.112161512578112
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Nocardioidaceae",7,6241,0.112161512578112
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Sanguibacteraceae",23,6241,0.368530684185227
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Solirubrobacteraceae",4,6241,0.0640922929017786
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Streptomycetaceae",3,6241,0.0480692196763339
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","uncultured",2,6241,0.0320461464508893
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Bacteroidetes","Dysgonomonadaceae",2,6241,0.0320461464508893
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Bacteroidetes","Tannerellaceae",253,6241,4.05383752603749
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","Thermomicrobiaceae",3,6241,0.0480692196763339
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Bacillaceae",348,6241,5.57602948245473
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Enterococcaceae",1317,6241,21.1023874379106
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Erysipelotrichaceae",107,6241,1.71446883512258
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Lachnospiraceae",2470,6241,39.5769908668483
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Paenibacillaceae",3,6241,0.0480692196763339
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Ruminococcaceae",1201,6241,19.243710943759
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","Gemmataceae",2,6241,0.0320461464508893
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Planctomycetes","Pirellulaceae",6,6241,0.0961384393526678
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Beijerinckiaceae",27,6241,0.432622977087005
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Devosiaceae",15,6241,0.24034609838167
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Hyphomicrobiaceae",2,6241,0.0320461464508893
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Kaistiaceae",8,6241,0.128184585803557
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Rhizobiaceae",4,6241,0.0640922929017786
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Sphingomonadaceae",2,6241,0.0320461464508893
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Proteobacteria","Xanthobacteraceae",4,6241,0.0640922929017786
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Acholeplasmataceae",80,6241,1.28184585803557
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Anaeroplasmataceae",126,6241,2.01890722640603
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Tenericutes","Spiroplasmataceae",88,6241,1.41003044383913
"Ileum19","larva","ileum","Larval ileum","","Bacteria","Verrucomicrobia","Chthoniobacteraceae",2,6241,0.0320461464508893
"Ileum2","larva","ileum","Larval ileum","","Archaea","Thaumarchaeota","Nitrososphaeraceae",2,4672,0.0428082191780822
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Acidobacteria","Blastocatellaceae",52,4672,1.11301369863014
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Acidobacteria","Koribacteraceae",3,4672,0.0642123287671233
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Acidobacteria","Pyrinomonadaceae",27,4672,0.57791095890411
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Acidobacteria","Solibacteraceae (Subgroup 3)",30,4672,0.642123287671233
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Acidobacteria","uncultured bacterium",166,4672,3.55308219178082
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Acidobacteria","uncultured soil bacterium",54,4672,1.15582191780822
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","67-14",115,4672,2.46147260273973
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Acidothermaceae",21,4672,0.449486301369863
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Cellulomonadaceae",14,4672,0.299657534246575
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Frankiaceae",13,4672,0.278253424657534
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Gaiellaceae",126,4672,2.69691780821918
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Geodermatophilaceae",4,4672,0.0856164383561644
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Iamiaceae",6,4672,0.128424657534247
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Ilumatobacteraceae",38,4672,0.813356164383562
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Intrasporangiaceae",10,4672,0.214041095890411
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Kineosporiaceae",8,4672,0.171232876712329
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Microbacteriaceae",11,4672,0.235445205479452
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Micromonosporaceae",84,4672,1.79794520547945
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Microtrichaceae",2,4672,0.0428082191780822
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Mycobacteriaceae",34,4672,0.727739726027397
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Nakamurellaceae",6,4672,0.128424657534247
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Nocardioidaceae",79,4672,1.69092465753425
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Promicromonosporaceae",30,4672,0.642123287671233
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Pseudonocardiaceae",44,4672,0.941780821917808
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Solirubrobacteraceae",83,4672,1.77654109589041
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Sporichthyaceae",3,4672,0.0642123287671233
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Streptomycetaceae",93,4672,1.99058219178082
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Streptosporangiaceae",8,4672,0.171232876712329
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","Thermomonosporaceae",60,4672,1.28424657534247
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","uncultured",272,4672,5.82191780821918
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Actinobacteria","uncultured bacterium",17,4672,0.363869863013699
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","A4b",7,4672,0.149828767123288
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","AKYG1722",5,4672,0.107020547945205
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","Caldilineaceae",14,4672,0.299657534246575
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","JG30-KF-CM45",99,4672,2.11900684931507
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","Ktedonobacteraceae",31,4672,0.663527397260274
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","metagenome",12,4672,0.256849315068493
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Chloroflexi","wastewater metagenome",3,4672,0.0642123287671233
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Coprothermobacteraeota","Coprothermobacteraceae",2,4672,0.0428082191780822
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Entotheonellaeota","Entotheonellaceae",2,4672,0.0428082191780822
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Bacillaceae",305,4672,6.52825342465753
"Ileum2","larva","ileum","Larval ileum","","Bacteria","Firmicutes","Erysipelotrichaceae",2,4672,0.0428082191780822
