"Sample.ID","Lifestage","Gut.Region","Stage.Gut","Sex","Genus","Abundance"
"hind40","adult","hindgut","Adult hindgut","male","Noviherbaspirillum",0
"hind40","adult","hindgut","Adult hindgut","male","Novosphingobium",0
"hind40","adult","hindgut","Adult hindgut","male","Ochrobactrum",0
"hind40","adult","hindgut","Adult hindgut","male","Oligoflexus",0
"hind40","adult","hindgut","Adult hindgut","male","Oxalobacter",5
"hind40","adult","hindgut","Adult hindgut","male","Paenarthrobacter",0
"hind40","adult","hindgut","Adult hindgut","male","Paenibacillus",0
"hind40","adult","hindgut","Adult hindgut","male","Pajaroellobacter",0
"hind40","adult","hindgut","Adult hindgut","male","Paludisphaera",0
"hind40","adult","hindgut","Adult hindgut","male","Pantoea",0
"hind40","adult","hindgut","Adult hindgut","male","Papillibacter",0
"hind40","adult","hindgut","Adult hindgut","male","Paraclostridium",0
"hind40","adult","hindgut","Adult hindgut","male","Paracoccus",0
"hind40","adult","hindgut","Adult hindgut","male","Pedomicrobium",0
"hind40","adult","hindgut","Adult hindgut","male","Pelolinea",0
"hind40","adult","hindgut","Adult hindgut","male","Pelospora",0
"hind40","adult","hindgut","Adult hindgut","male","Pelotomaculum",0
"hind40","adult","hindgut","Adult hindgut","male","Phaselicystis",0
"hind40","adult","hindgut","Adult hindgut","male","Phenylobacterium",0
"hind40","adult","hindgut","Adult hindgut","male","Phyllobacterium",0
"hind40","adult","hindgut","Adult hindgut","male","Pir4 lineage",0
"hind40","adult","hindgut","Adult hindgut","male","Pirellula",0
"hind40","adult","hindgut","Adult hindgut","male","Planctomicrobium",0
"hind40","adult","hindgut","Adult hindgut","male","Planifilum",0
"hind40","adult","hindgut","Adult hindgut","male","Promicromonospora",0
"hind40","adult","hindgut","Adult hindgut","male","Propionivibrio",0
"hind40","adult","hindgut","Adult hindgut","male","Proteiniphilum",0
"hind40","adult","hindgut","Adult hindgut","male","Providencia",0
"hind40","adult","hindgut","Adult hindgut","male","Pseudarthrobacter",0
"hind40","adult","hindgut","Adult hindgut","male","Pseudoclavibacter",0
"hind40","adult","hindgut","Adult hindgut","male","Pseudolabrys",0
"hind40","adult","hindgut","Adult hindgut","male","Pseudomonas",1752
"hind40","adult","hindgut","Adult hindgut","male","Pseudonocardia",0
"hind40","adult","hindgut","Adult hindgut","male","Pseudoxanthomonas",0
"hind40","adult","hindgut","Adult hindgut","male","Pythium insidiosum",0
"hind40","adult","hindgut","Adult hindgut","male","Quadrisphaera",0
"hind40","adult","hindgut","Adult hindgut","male","Ramlibacter",0
"hind40","adult","hindgut","Adult hindgut","male","Raoultibacter",99
"hind40","adult","hindgut","Adult hindgut","male","RB41",0
"hind40","adult","hindgut","Adult hindgut","male","Reyranella",0
"hind40","adult","hindgut","Adult hindgut","male","Rhizobacter",0
"hind40","adult","hindgut","Adult hindgut","male","Rhodococcus",0
"hind40","adult","hindgut","Adult hindgut","male","Rhodomicrobium",0
"hind40","adult","hindgut","Adult hindgut","male","Rhodopirellula",0
"hind40","adult","hindgut","Adult hindgut","male","Rhodoplanes",0
"hind40","adult","hindgut","Adult hindgut","male","Rhodopseudomonas",0
"hind40","adult","hindgut","Adult hindgut","male","Rikenella",0
"hind40","adult","hindgut","Adult hindgut","male","Robinsoniella",273
"hind40","adult","hindgut","Adult hindgut","male","Romboutsia",0
"hind40","adult","hindgut","Adult hindgut","male","Roseiarcus",0
"hind40","adult","hindgut","Adult hindgut","male","Roseiflexus",0
"hind40","adult","hindgut","Adult hindgut","male","Roseimicrobium",0
"hind40","adult","hindgut","Adult hindgut","male","Rubrobacter",0
"hind40","adult","hindgut","Adult hindgut","male","Ruminiclostridium 1",0
"hind40","adult","hindgut","Adult hindgut","male","Ruminiclostridium 5",767
"hind40","adult","hindgut","Adult hindgut","male","Ruminiclostridium 6",0
"hind40","adult","hindgut","Adult hindgut","male","Ruminiclostridium 9",0
"hind40","adult","hindgut","Adult hindgut","male","Ruminococcaceae NK4A214 group",531
"hind40","adult","hindgut","Adult hindgut","male","Ruminococcaceae UCG-004",0
"hind40","adult","hindgut","Adult hindgut","male","Ruminococcaceae UCG-009",0
"hind40","adult","hindgut","Adult hindgut","male","Ruminococcaceae UCG-010",0
"hind40","adult","hindgut","Adult hindgut","male","Ruminococcaceae UCG-013",0
"hind40","adult","hindgut","Adult hindgut","male","Ruminococcaceae UCG-014",0
"hind40","adult","hindgut","Adult hindgut","male","Ruminococcus 1",0
"hind40","adult","hindgut","Adult hindgut","male","Ruminococcus 2",0
"hind40","adult","hindgut","Adult hindgut","male","Saccharopolyspora",0
"hind40","adult","hindgut","Adult hindgut","male","Sanguibacter",0
"hind40","adult","hindgut","Adult hindgut","male","Serratia",0
"hind40","adult","hindgut","Adult hindgut","male","SH-PL14",0
"hind40","adult","hindgut","Adult hindgut","male","Shimazuella",0
"hind40","adult","hindgut","Adult hindgut","male","Singulisphaera",0
"hind40","adult","hindgut","Adult hindgut","male","Skermanella",0
"hind40","adult","hindgut","Adult hindgut","male","Solirubrobacter",0
"hind40","adult","hindgut","Adult hindgut","male","Solitalea",0
"hind40","adult","hindgut","Adult hindgut","male","Sphaerisporangium",0
"hind40","adult","hindgut","Adult hindgut","male","Sphingobacterium",0
"hind40","adult","hindgut","Adult hindgut","male","Sphingobium",0
"hind40","adult","hindgut","Adult hindgut","male","Sphingomonas",0
"hind40","adult","hindgut","Adult hindgut","male","Spiroplasma",0
"hind40","adult","hindgut","Adult hindgut","male","Sporotomaculum",0
"hind40","adult","hindgut","Adult hindgut","male","Starkeya",0
"hind40","adult","hindgut","Adult hindgut","male","Stenotrophobacter",0
"hind40","adult","hindgut","Adult hindgut","male","Stenotrophomonas",0
"hind40","adult","hindgut","Adult hindgut","male","Steroidobacter",0
"hind40","adult","hindgut","Adult hindgut","male","Streptomyces",0
"hind40","adult","hindgut","Adult hindgut","male","Streptosporangium",0
"hind40","adult","hindgut","Adult hindgut","male","SWB02",0
"hind40","adult","hindgut","Adult hindgut","male","Syntrophomonas",0
"hind40","adult","hindgut","Adult hindgut","male","Syntrophorhabdus",0
"hind40","adult","hindgut","Adult hindgut","male","Syntrophus",0
"hind40","adult","hindgut","Adult hindgut","male","Termite planctomycete cluster",0
"hind40","adult","hindgut","Adult hindgut","male","Terrimicrobium",0
"hind40","adult","hindgut","Adult hindgut","male","Tetrasphaera",0
"hind40","adult","hindgut","Adult hindgut","male","Thermovirga",0
"hind40","adult","hindgut","Adult hindgut","male","Tumebacillus",0
"hind40","adult","hindgut","Adult hindgut","male","Turicibacter",0
"hind40","adult","hindgut","Adult hindgut","male","Tyzzerella",146
"hind40","adult","hindgut","Adult hindgut","male","Tyzzerella 3",41
"hind40","adult","hindgut","Adult hindgut","male","Tyzzerella 4",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured",3861
"hind40","adult","hindgut","Adult hindgut","male","uncultured Acidimicrobidae bacterium",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured actinobacterium",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured alpha proteobacterium",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured archaeon",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured bacterium",76
"hind40","adult","hindgut","Adult hindgut","male","uncultured beta proteobacterium",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured Clostridiales bacterium",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured delta proteobacterium",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured Firmicutes bacterium",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured Planctomyces sp.",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured rumen bacterium",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured soil bacterium",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured Solirubrobacter sp.",0
"hind40","adult","hindgut","Adult hindgut","male","uncultured subdivision 3 bacterium",0
"hind40","adult","hindgut","Adult hindgut","male","Variovorax",0
"hind40","adult","hindgut","Adult hindgut","male","Verrucomicrobium",0
"hind40","adult","hindgut","Adult hindgut","male","Vicinamibacter",0
"hind40","adult","hindgut","Adult hindgut","male","W5",0
"hind40","adult","hindgut","Adult hindgut","male","Weissella",7
"hind40","adult","hindgut","Adult hindgut","male","ZOR0006",2
"hind41","adult","hindgut","Adult hindgut","male","[Eubacterium] coprostanoligenes group",0
"hind41","adult","hindgut","Adult hindgut","male","[Eubacterium] nodatum group",0
"hind41","adult","hindgut","Adult hindgut","male","1959-1",0
"hind41","adult","hindgut","Adult hindgut","male","Acetobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Acholeplasma",0
"hind41","adult","hindgut","Adult hindgut","male","Acidibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Acidothermus",0
"hind41","adult","hindgut","Adult hindgut","male","Acinetobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Actinoallomurus",0
"hind41","adult","hindgut","Adult hindgut","male","Actinomadura",0
"hind41","adult","hindgut","Adult hindgut","male","Actinomyces",6
"hind41","adult","hindgut","Adult hindgut","male","Actinomycetospora",0
"hind41","adult","hindgut","Adult hindgut","male","Actinophytocola",0
"hind41","adult","hindgut","Adult hindgut","male","Actinoplanes",0
"hind41","adult","hindgut","Adult hindgut","male","ADurb.Bin063-1",0
"hind41","adult","hindgut","Adult hindgut","male","Aeromicrobium",0
"hind41","adult","hindgut","Adult hindgut","male","Agromyces",0
"hind41","adult","hindgut","Adult hindgut","male","AKYG587",0
"hind41","adult","hindgut","Adult hindgut","male","Alistipes",392
"hind41","adult","hindgut","Adult hindgut","male","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0
"hind41","adult","hindgut","Adult hindgut","male","Altererythrobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Amaricoccus",0
"hind41","adult","hindgut","Adult hindgut","male","Aminobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Amnibacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Amycolatopsis",0
"hind41","adult","hindgut","Adult hindgut","male","Anaerocolumna",0
"hind41","adult","hindgut","Adult hindgut","male","Anaerofustis",6
"hind41","adult","hindgut","Adult hindgut","male","Anaeromyxobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Anaeroplasma",0
"hind41","adult","hindgut","Adult hindgut","male","Anaerospora",0
"hind41","adult","hindgut","Adult hindgut","male","Anaerosporobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Anaerotruncus",0
"hind41","adult","hindgut","Adult hindgut","male","Anaerovorax",0
"hind41","adult","hindgut","Adult hindgut","male","Angustibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Aquicella",0
"hind41","adult","hindgut","Adult hindgut","male","Aquisphaera",0
"hind41","adult","hindgut","Adult hindgut","male","Bacillus",0
"hind41","adult","hindgut","Adult hindgut","male","Bacteroides",1100
"hind41","adult","hindgut","Adult hindgut","male","Bauldia",0
"hind41","adult","hindgut","Adult hindgut","male","Blastococcus",0
"hind41","adult","hindgut","Adult hindgut","male","Blastopirellula",0
"hind41","adult","hindgut","Adult hindgut","male","Bordetella",0
"hind41","adult","hindgut","Adult hindgut","male","Bosea",0
"hind41","adult","hindgut","Adult hindgut","male","Brachybacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Bradyrhizobium",0
"hind41","adult","hindgut","Adult hindgut","male","Burkholderia-Caballeronia-Paraburkholderia",0
"hind41","adult","hindgut","Adult hindgut","male","Butyricicoccus",579
"hind41","adult","hindgut","Adult hindgut","male","Caenimonas",0
"hind41","adult","hindgut","Adult hindgut","male","Candidatus Caldatribacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Candidatus Endomicrobium",0
"hind41","adult","hindgut","Adult hindgut","male","Candidatus Koribacter",0
"hind41","adult","hindgut","Adult hindgut","male","Candidatus Methanofastidiosum",0
"hind41","adult","hindgut","Adult hindgut","male","Candidatus Nitrocosmicus",0
"hind41","adult","hindgut","Adult hindgut","male","Candidatus Soleaferrea",190
"hind41","adult","hindgut","Adult hindgut","male","Candidatus Solibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Candidatus Udaeobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Candidatus Xiphinematobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Carnimonas",0
"hind41","adult","hindgut","Adult hindgut","male","Carnobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Cellulomonas",3
"hind41","adult","hindgut","Adult hindgut","male","Cellulosimicrobium",0
"hind41","adult","hindgut","Adult hindgut","male","Christensenellaceae R-7 group",0
"hind41","adult","hindgut","Adult hindgut","male","Chryseobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Chryseolinea",0
"hind41","adult","hindgut","Adult hindgut","male","Chthoniobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Chthonomonas",0
"hind41","adult","hindgut","Adult hindgut","male","CL500-29 marine group",0
"hind41","adult","hindgut","Adult hindgut","male","Clade Ia",0
"hind41","adult","hindgut","Adult hindgut","male","Cohnella",0
"hind41","adult","hindgut","Adult hindgut","male","Conexibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Coprothermobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Coxiella",0
"hind41","adult","hindgut","Adult hindgut","male","Curtobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Dactylosporangium",0
"hind41","adult","hindgut","Adult hindgut","male","Defluviicoccus",0
"hind41","adult","hindgut","Adult hindgut","male","Delftia",0
"hind41","adult","hindgut","Adult hindgut","male","Demequina",0
"hind41","adult","hindgut","Adult hindgut","male","Dendrosporobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Desulfatiferula",155
"hind41","adult","hindgut","Adult hindgut","male","Desulfosporosinus",0
"hind41","adult","hindgut","Adult hindgut","male","Desulfovibrio",1849
"hind41","adult","hindgut","Adult hindgut","male","Devosia",0
"hind41","adult","hindgut","Adult hindgut","male","Dinghuibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Diplosphaera",0
"hind41","adult","hindgut","Adult hindgut","male","Dongia",0
"hind41","adult","hindgut","Adult hindgut","male","Dysgonomonas",6055
"hind41","adult","hindgut","Adult hindgut","male","Ellin6055",0
"hind41","adult","hindgut","Adult hindgut","male","Ensifer",0
"hind41","adult","hindgut","Adult hindgut","male","Enterococcus",2311
"hind41","adult","hindgut","Adult hindgut","male","Erysipelatoclostridium",87
"hind41","adult","hindgut","Adult hindgut","male","Erysipelothrix",3
"hind41","adult","hindgut","Adult hindgut","male","Erysipelotrichaceae UCG-004",0
"hind41","adult","hindgut","Adult hindgut","male","Escherichia-Shigella",0
"hind41","adult","hindgut","Adult hindgut","male","Exilispira",0
"hind41","adult","hindgut","Adult hindgut","male","FCPS473",0
"hind41","adult","hindgut","Adult hindgut","male","FFCH7168",0
"hind41","adult","hindgut","Adult hindgut","male","Fimbriiglobus",0
"hind41","adult","hindgut","Adult hindgut","male","Flavisolibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Flavobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Flexilinea",0
"hind41","adult","hindgut","Adult hindgut","male","Fodinicola",0
"hind41","adult","hindgut","Adult hindgut","male","Frankia",0
"hind41","adult","hindgut","Adult hindgut","male","Gaiella",0
"hind41","adult","hindgut","Adult hindgut","male","GCA-900066225",0
"hind41","adult","hindgut","Adult hindgut","male","Gemmata",0
"hind41","adult","hindgut","Adult hindgut","male","Gemmatimonas",0
"hind41","adult","hindgut","Adult hindgut","male","Geobacillus",0
"hind41","adult","hindgut","Adult hindgut","male","Geobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Geodermatophilus",0
"hind41","adult","hindgut","Adult hindgut","male","Gilliamella",1829
"hind41","adult","hindgut","Adult hindgut","male","Gluconobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Glutamicibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Gordonia",0
"hind41","adult","hindgut","Adult hindgut","male","Haliangium",0
"hind41","adult","hindgut","Adult hindgut","male","Herminiimonas",0
"hind41","adult","hindgut","Adult hindgut","male","Hirschia",0
"hind41","adult","hindgut","Adult hindgut","male","Hydrogenispora",0
"hind41","adult","hindgut","Adult hindgut","male","Hydrogenoanaerobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Hyphomicrobium",0
"hind41","adult","hindgut","Adult hindgut","male","Iamia",0
"hind41","adult","hindgut","Adult hindgut","male","Ilumatobacter",0
"hind41","adult","hindgut","Adult hindgut","male","IMCC26207",0
"hind41","adult","hindgut","Adult hindgut","male","Intestinimonas",0
"hind41","adult","hindgut","Adult hindgut","male","Jatrophihabitans",0
"hind41","adult","hindgut","Adult hindgut","male","JGI 0001001-H03",0
"hind41","adult","hindgut","Adult hindgut","male","JGI-0000079-D21",0
"hind41","adult","hindgut","Adult hindgut","male","Kaistia",0
"hind41","adult","hindgut","Adult hindgut","male","Kineosporia",0
"hind41","adult","hindgut","Adult hindgut","male","Kribbella",0
"hind41","adult","hindgut","Adult hindgut","male","Ktedonobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Labrys",0
"hind41","adult","hindgut","Adult hindgut","male","Laceyella",0
"hind41","adult","hindgut","Adult hindgut","male","Lachnoclostridium",47
"hind41","adult","hindgut","Adult hindgut","male","Lachnoclostridium 10",0
"hind41","adult","hindgut","Adult hindgut","male","Lachnoclostridium 5",0
"hind41","adult","hindgut","Adult hindgut","male","Lachnospiraceae UCG-010",0
"hind41","adult","hindgut","Adult hindgut","male","Lactobacillus",0
"hind41","adult","hindgut","Adult hindgut","male","Lactococcus",16
"hind41","adult","hindgut","Adult hindgut","male","LD29",0
"hind41","adult","hindgut","Adult hindgut","male","Lechevalieria",0
"hind41","adult","hindgut","Adult hindgut","male","Leucobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Leuconostoc",0
"hind41","adult","hindgut","Adult hindgut","male","Longilinea",0
"hind41","adult","hindgut","Adult hindgut","male","Luedemannella",0
"hind41","adult","hindgut","Adult hindgut","male","Luteitalea",0
"hind41","adult","hindgut","Adult hindgut","male","Luteolibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Lysinibacillus",0
"hind41","adult","hindgut","Adult hindgut","male","Lysobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Marmoricola",0
"hind41","adult","hindgut","Adult hindgut","male","Massilia",0
"hind41","adult","hindgut","Adult hindgut","male","Mesorhizobium",0
"hind41","adult","hindgut","Adult hindgut","male","metagenome",0
"hind41","adult","hindgut","Adult hindgut","male","Methanobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Methanobrevibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Methanolinea",0
"hind41","adult","hindgut","Adult hindgut","male","Methanosaeta",0
"hind41","adult","hindgut","Adult hindgut","male","Methylobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Microbacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Microbispora",0
"hind41","adult","hindgut","Adult hindgut","male","Microvirga",2
"hind41","adult","hindgut","Adult hindgut","male","mle1-7",0
"hind41","adult","hindgut","Adult hindgut","male","MND1",0
"hind41","adult","hindgut","Adult hindgut","male","Morganella",0
"hind41","adult","hindgut","Adult hindgut","male","Mucispirillum",111
"hind41","adult","hindgut","Adult hindgut","male","Mycobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Nakamurella",0
"hind41","adult","hindgut","Adult hindgut","male","Niastella",0
"hind41","adult","hindgut","Adult hindgut","male","Nitrolancea",0
"hind41","adult","hindgut","Adult hindgut","male","Nitrosomonas",6
"hind41","adult","hindgut","Adult hindgut","male","Nocardioides",0
"hind41","adult","hindgut","Adult hindgut","male","Nonomuraea",0
"hind41","adult","hindgut","Adult hindgut","male","Nordella",0
"hind41","adult","hindgut","Adult hindgut","male","Novibacillus",0
"hind41","adult","hindgut","Adult hindgut","male","Noviherbaspirillum",0
"hind41","adult","hindgut","Adult hindgut","male","Novosphingobium",0
"hind41","adult","hindgut","Adult hindgut","male","Ochrobactrum",0
"hind41","adult","hindgut","Adult hindgut","male","Oligoflexus",0
"hind41","adult","hindgut","Adult hindgut","male","Oxalobacter",2
"hind41","adult","hindgut","Adult hindgut","male","Paenarthrobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Paenibacillus",0
"hind41","adult","hindgut","Adult hindgut","male","Pajaroellobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Paludisphaera",0
"hind41","adult","hindgut","Adult hindgut","male","Pantoea",0
"hind41","adult","hindgut","Adult hindgut","male","Papillibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Paraclostridium",0
"hind41","adult","hindgut","Adult hindgut","male","Paracoccus",0
"hind41","adult","hindgut","Adult hindgut","male","Pedomicrobium",0
"hind41","adult","hindgut","Adult hindgut","male","Pelolinea",0
"hind41","adult","hindgut","Adult hindgut","male","Pelospora",0
"hind41","adult","hindgut","Adult hindgut","male","Pelotomaculum",0
"hind41","adult","hindgut","Adult hindgut","male","Phaselicystis",0
"hind41","adult","hindgut","Adult hindgut","male","Phenylobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Phyllobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Pir4 lineage",0
"hind41","adult","hindgut","Adult hindgut","male","Pirellula",0
"hind41","adult","hindgut","Adult hindgut","male","Planctomicrobium",0
"hind41","adult","hindgut","Adult hindgut","male","Planifilum",0
"hind41","adult","hindgut","Adult hindgut","male","Promicromonospora",0
"hind41","adult","hindgut","Adult hindgut","male","Propionivibrio",0
"hind41","adult","hindgut","Adult hindgut","male","Proteiniphilum",2
"hind41","adult","hindgut","Adult hindgut","male","Providencia",0
"hind41","adult","hindgut","Adult hindgut","male","Pseudarthrobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Pseudoclavibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Pseudolabrys",0
"hind41","adult","hindgut","Adult hindgut","male","Pseudomonas",9
"hind41","adult","hindgut","Adult hindgut","male","Pseudonocardia",0
"hind41","adult","hindgut","Adult hindgut","male","Pseudoxanthomonas",0
"hind41","adult","hindgut","Adult hindgut","male","Pythium insidiosum",0
"hind41","adult","hindgut","Adult hindgut","male","Quadrisphaera",0
"hind41","adult","hindgut","Adult hindgut","male","Ramlibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Raoultibacter",31
"hind41","adult","hindgut","Adult hindgut","male","RB41",0
"hind41","adult","hindgut","Adult hindgut","male","Reyranella",0
"hind41","adult","hindgut","Adult hindgut","male","Rhizobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Rhodococcus",0
"hind41","adult","hindgut","Adult hindgut","male","Rhodomicrobium",0
"hind41","adult","hindgut","Adult hindgut","male","Rhodopirellula",0
"hind41","adult","hindgut","Adult hindgut","male","Rhodoplanes",0
"hind41","adult","hindgut","Adult hindgut","male","Rhodopseudomonas",0
"hind41","adult","hindgut","Adult hindgut","male","Rikenella",0
"hind41","adult","hindgut","Adult hindgut","male","Robinsoniella",85
"hind41","adult","hindgut","Adult hindgut","male","Romboutsia",0
"hind41","adult","hindgut","Adult hindgut","male","Roseiarcus",0
"hind41","adult","hindgut","Adult hindgut","male","Roseiflexus",0
"hind41","adult","hindgut","Adult hindgut","male","Roseimicrobium",0
"hind41","adult","hindgut","Adult hindgut","male","Rubrobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Ruminiclostridium 1",0
"hind41","adult","hindgut","Adult hindgut","male","Ruminiclostridium 5",26
"hind41","adult","hindgut","Adult hindgut","male","Ruminiclostridium 6",0
"hind41","adult","hindgut","Adult hindgut","male","Ruminiclostridium 9",0
"hind41","adult","hindgut","Adult hindgut","male","Ruminococcaceae NK4A214 group",324
"hind41","adult","hindgut","Adult hindgut","male","Ruminococcaceae UCG-004",0
"hind41","adult","hindgut","Adult hindgut","male","Ruminococcaceae UCG-009",0
"hind41","adult","hindgut","Adult hindgut","male","Ruminococcaceae UCG-010",0
"hind41","adult","hindgut","Adult hindgut","male","Ruminococcaceae UCG-013",0
"hind41","adult","hindgut","Adult hindgut","male","Ruminococcaceae UCG-014",0
"hind41","adult","hindgut","Adult hindgut","male","Ruminococcus 1",0
"hind41","adult","hindgut","Adult hindgut","male","Ruminococcus 2",0
"hind41","adult","hindgut","Adult hindgut","male","Saccharopolyspora",0
"hind41","adult","hindgut","Adult hindgut","male","Sanguibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Serratia",0
"hind41","adult","hindgut","Adult hindgut","male","SH-PL14",0
"hind41","adult","hindgut","Adult hindgut","male","Shimazuella",0
"hind41","adult","hindgut","Adult hindgut","male","Singulisphaera",0
"hind41","adult","hindgut","Adult hindgut","male","Skermanella",0
"hind41","adult","hindgut","Adult hindgut","male","Solirubrobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Solitalea",0
"hind41","adult","hindgut","Adult hindgut","male","Sphaerisporangium",0
"hind41","adult","hindgut","Adult hindgut","male","Sphingobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Sphingobium",0
"hind41","adult","hindgut","Adult hindgut","male","Sphingomonas",0
"hind41","adult","hindgut","Adult hindgut","male","Spiroplasma",0
"hind41","adult","hindgut","Adult hindgut","male","Sporotomaculum",0
"hind41","adult","hindgut","Adult hindgut","male","Starkeya",0
"hind41","adult","hindgut","Adult hindgut","male","Stenotrophobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Stenotrophomonas",0
"hind41","adult","hindgut","Adult hindgut","male","Steroidobacter",0
"hind41","adult","hindgut","Adult hindgut","male","Streptomyces",0
"hind41","adult","hindgut","Adult hindgut","male","Streptosporangium",0
"hind41","adult","hindgut","Adult hindgut","male","SWB02",0
"hind41","adult","hindgut","Adult hindgut","male","Syntrophomonas",0
"hind41","adult","hindgut","Adult hindgut","male","Syntrophorhabdus",0
"hind41","adult","hindgut","Adult hindgut","male","Syntrophus",0
"hind41","adult","hindgut","Adult hindgut","male","Termite planctomycete cluster",0
"hind41","adult","hindgut","Adult hindgut","male","Terrimicrobium",0
"hind41","adult","hindgut","Adult hindgut","male","Tetrasphaera",0
"hind41","adult","hindgut","Adult hindgut","male","Thermovirga",0
"hind41","adult","hindgut","Adult hindgut","male","Tumebacillus",0
"hind41","adult","hindgut","Adult hindgut","male","Turicibacter",0
"hind41","adult","hindgut","Adult hindgut","male","Tyzzerella",71
"hind41","adult","hindgut","Adult hindgut","male","Tyzzerella 3",76
"hind41","adult","hindgut","Adult hindgut","male","Tyzzerella 4",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured",1847
"hind41","adult","hindgut","Adult hindgut","male","uncultured Acidimicrobidae bacterium",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured actinobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured alpha proteobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured archaeon",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured bacterium",27
"hind41","adult","hindgut","Adult hindgut","male","uncultured beta proteobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured Clostridiales bacterium",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured delta proteobacterium",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured Firmicutes bacterium",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured Planctomyces sp.",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured rumen bacterium",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured soil bacterium",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured Solirubrobacter sp.",0
"hind41","adult","hindgut","Adult hindgut","male","uncultured subdivision 3 bacterium",0
"hind41","adult","hindgut","Adult hindgut","male","Variovorax",0
"hind41","adult","hindgut","Adult hindgut","male","Verrucomicrobium",0
"hind41","adult","hindgut","Adult hindgut","male","Vicinamibacter",0
"hind41","adult","hindgut","Adult hindgut","male","W5",0
